task_id,flow_id,task_type,dataset_id,predictive_accuracy,setup_string,flow_class
2204,84,Supervised Data Stream Classification,36,0.780087,meta.OzaBag,meta
2223,103,Supervised Data Stream Classification,56,0.613793,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2249,93,Supervised Data Stream Classification,185,0.906716,trees.FIMTDD,trees
2190,91,Supervised Data Stream Classification,22,0.2,rules.RuleClassifier,rules
2193,86,Supervised Data Stream Classification,25,0.703804,meta.OzaBoost,meta
2193,95,Supervised Data Stream Classification,25,0.660326,trees.RandomHoeffdingTree,trees
2217,85,Supervised Data Stream Classification,50,0.862213,meta.OzaBagAdwin,meta
2183,105,Supervised Data Stream Classification,15,0.655222,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2221,94,Supervised Data Stream Classification,54,0.429078,trees.HoeffdingAdaptiveTree,trees
2190,85,Supervised Data Stream Classification,22,0.8475,meta.OzaBagAdwin,meta
2243,91,Supervised Data Stream Classification,176,0.65,rules.RuleClassifier,rules
2196,99,Supervised Data Stream Classification,28,0.676512,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2235,91,Supervised Data Stream Classification,168,0.426036,rules.RuleClassifier,rules
2225,83,Supervised Data Stream Classification,59,0.854701,meta.LeveragingBag,meta
2196,86,Supervised Data Stream Classification,28,0.894128,meta.OzaBoost,meta
2189,85,Supervised Data Stream Classification,21,0.811343,meta.OzaBagAdwin,meta
2239,92,Supervised Data Stream Classification,172,0.933333,trees.ASHoeffdingTree,trees
2193,85,Supervised Data Stream Classification,25,0.673913,meta.OzaBagAdwin,meta
2193,108,Supervised Data Stream Classification,25,0.663043,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2184,94,Supervised Data Stream Classification,16,0.9245,trees.HoeffdingAdaptiveTree,trees
2186,81,Supervised Data Stream Classification,18,0.7025,lazy.kNN,Lazy
2188,95,Supervised Data Stream Classification,20,0.8185,trees.RandomHoeffdingTree,trees
2193,99,Supervised Data Stream Classification,25,0.663043,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2198,79,Supervised Data Stream Classification,30,0.839028,functions.SGD,functions
2233,101,Supervised Data Stream Classification,166,0.451613,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2218,106,Supervised Data Stream Classification,51,0.639456,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2240,97,Supervised Data Stream Classification,173,0.978328,functions.MajorityClass,functions
2228,87,Supervised Data Stream Classification,62,0.851485,meta.OzaBoostAdwin,meta
2172,97,Supervised Data Stream Classification,4,0.631579,functions.MajorityClass,functions
2227,94,Supervised Data Stream Classification,61,0.94,trees.HoeffdingAdaptiveTree,trees
2184,97,Supervised Data Stream Classification,16,0.1,functions.MajorityClass,functions
2198,83,Supervised Data Stream Classification,30,0.951032,meta.LeveragingBag,meta
2249,98,Supervised Data Stream Classification,185,0.83209,functions.SPegasos,functions
2248,103,Supervised Data Stream Classification,184,0.099658,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2227,99,Supervised Data Stream Classification,61,0.333333,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2201,98,Supervised Data Stream Classification,33,0.811111,functions.SPegasos,functions
2175,92,Supervised Data Stream Classification,7,0.424779,trees.ASHoeffdingTree,trees
2240,83,Supervised Data Stream Classification,173,0.975232,meta.LeveragingBag,meta
2210,81,Supervised Data Stream Classification,43,0.732026,lazy.kNN,Lazy
2234,80,Supervised Data Stream Classification,167,0.511574,trees.HoeffdingTree,trees
2229,97,Supervised Data Stream Classification,137,0.652873,functions.MajorityClass,functions
2170,97,Supervised Data Stream Classification,2,0.760579,functions.MajorityClass,functions
2212,82,Supervised Data Stream Classification,45,0.642857,meta.LeveragingBag -l lazy.kNN,meta
2225,87,Supervised Data Stream Classification,59,0.877493,meta.OzaBoostAdwin,meta
2242,82,Supervised Data Stream Classification,175,0.684492,meta.LeveragingBag -l lazy.kNN,meta
2180,84,Supervised Data Stream Classification,12,0.111,meta.OzaBag,meta
2215,85,Supervised Data Stream Classification,48,0.443709,meta.OzaBagAdwin,meta
2243,108,Supervised Data Stream Classification,176,0.675,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2199,103,Supervised Data Stream Classification,31,0.7,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2250,90,Supervised Data Stream Classification,186,0.771845,rules.Perceptron,rules
2248,101,Supervised Data Stream Classification,184,0.099658,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2232,95,Supervised Data Stream Classification,165,0.5,trees.RandomHoeffdingTree,trees
2219,99,Supervised Data Stream Classification,52,0.5,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2221,105,Supervised Data Stream Classification,54,0.250591,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2240,93,Supervised Data Stream Classification,173,0.978328,trees.FIMTDD,trees
2202,81,Supervised Data Stream Classification,34,0.688889,lazy.kNN,Lazy
2171,90,Supervised Data Stream Classification,3,0.522215,rules.Perceptron,rules
2226,108,Supervised Data Stream Classification,60,0.747,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2204,93,Supervised Data Stream Classification,36,0.142857,trees.FIMTDD,trees
2162,90,Supervised Data Stream Classification,266,0.541436,rules.Perceptron,rules
2156,78,Supervised Data Stream Classification,260,0.766185,bayes.NaiveBayes,Bayes
2201,82,Supervised Data Stream Classification,33,0.646296,meta.LeveragingBag -l lazy.kNN,meta
2197,81,Supervised Data Stream Classification,29,0.824638,lazy.kNN,Lazy
2229,90,Supervised Data Stream Classification,137,0.347102,rules.Perceptron,rules
2170,86,Supervised Data Stream Classification,2,0.691537,meta.OzaBoost,meta
2186,82,Supervised Data Stream Classification,18,0.7995,meta.LeveragingBag -l lazy.kNN,meta
2243,85,Supervised Data Stream Classification,176,0.675,meta.OzaBagAdwin,meta
2194,91,Supervised Data Stream Classification,26,0.81412,rules.RuleClassifier,rules
2157,82,Supervised Data Stream Classification,261,0.788086,meta.LeveragingBag -l lazy.kNN,meta
2169,105,Supervised Data Stream Classification,1,0.008909,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2218,86,Supervised Data Stream Classification,51,0.962585,meta.OzaBoost,meta
2241,85,Supervised Data Stream Classification,174,0.994371,meta.OzaBagAdwin,meta
2244,79,Supervised Data Stream Classification,179,0.635641,functions.SGD,functions
2170,94,Supervised Data Stream Classification,2,0.261693,trees.HoeffdingAdaptiveTree,trees
2181,78,Supervised Data Stream Classification,13,0.72028,bayes.NaiveBayes,Bayes
2192,99,Supervised Data Stream Classification,24,0.536928,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2184,82,Supervised Data Stream Classification,16,0.8825,meta.LeveragingBag -l lazy.kNN,meta
2178,103,Supervised Data Stream Classification,10,0.013514,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2190,87,Supervised Data Stream Classification,22,0.9205,meta.OzaBoostAdwin,meta
2251,105,Supervised Data Stream Classification,188,0.244565,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2186,90,Supervised Data Stream Classification,18,0.1,rules.Perceptron,rules
2195,85,Supervised Data Stream Classification,27,0.779891,meta.OzaBagAdwin,meta
2193,83,Supervised Data Stream Classification,25,0.668478,meta.LeveragingBag,meta
2211,91,Supervised Data Stream Classification,44,0.785264,rules.RuleClassifier,rules
2197,91,Supervised Data Stream Classification,29,0.552174,rules.RuleClassifier,rules
2180,86,Supervised Data Stream Classification,12,0.1985,meta.OzaBoost,meta
2192,82,Supervised Data Stream Classification,24,0.990276,meta.LeveragingBag -l lazy.kNN,meta
2235,80,Supervised Data Stream Classification,168,0.39645,trees.HoeffdingTree,trees
2163,97,Supervised Data Stream Classification,267,0.555934,functions.MajorityClass,functions
2227,84,Supervised Data Stream Classification,61,0.933333,meta.OzaBag,meta
2251,87,Supervised Data Stream Classification,188,0.36413,meta.OzaBoostAdwin,meta
2170,98,Supervised Data Stream Classification,2,0.109131,functions.SPegasos,functions
2211,83,Supervised Data Stream Classification,44,0.994132,meta.LeveragingBag,meta
2232,101,Supervised Data Stream Classification,165,0.5,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2250,106,Supervised Data Stream Classification,186,0.771845,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2189,87,Supervised Data Stream Classification,21,0.917245,meta.OzaBoostAdwin,meta
2242,94,Supervised Data Stream Classification,175,0.695187,trees.HoeffdingAdaptiveTree,trees
2215,92,Supervised Data Stream Classification,48,0.470199,trees.ASHoeffdingTree,trees
2235,81,Supervised Data Stream Classification,168,0.585799,lazy.kNN,Lazy
2247,106,Supervised Data Stream Classification,183,0.000239,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2170,83,Supervised Data Stream Classification,2,0.821826,meta.LeveragingBag,meta
2209,93,Supervised Data Stream Classification,42,0.029283,trees.FIMTDD,trees
2214,96,Supervised Data Stream Classification,47,0.371212,functions.NoChange,functions
2246,83,Supervised Data Stream Classification,182,0.791602,meta.LeveragingBag,meta
2218,80,Supervised Data Stream Classification,51,0.884354,trees.HoeffdingTree,trees
2206,82,Supervised Data Stream Classification,39,0.785714,meta.LeveragingBag -l lazy.kNN,meta
2157,83,Supervised Data Stream Classification,261,0.881047,meta.LeveragingBag,meta
2171,99,Supervised Data Stream Classification,3,0.738736,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2229,99,Supervised Data Stream Classification,137,0.715973,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2236,108,Supervised Data Stream Classification,169,0.5,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2224,86,Supervised Data Stream Classification,58,0.623232,meta.OzaBoost,meta
2180,101,Supervised Data Stream Classification,12,0.1,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2181,83,Supervised Data Stream Classification,13,0.678322,meta.LeveragingBag,meta
2215,81,Supervised Data Stream Classification,48,0.496689,lazy.kNN,Lazy
2178,96,Supervised Data Stream Classification,10,0.5,functions.NoChange,functions
2247,92,Supervised Data Stream Classification,183,0.21786,trees.ASHoeffdingTree,trees
2203,78,Supervised Data Stream Classification,35,0.907104,bayes.NaiveBayes,Bayes
2217,86,Supervised Data Stream Classification,50,0.340292,meta.OzaBoost,meta
2247,78,Supervised Data Stream Classification,183,0.218339,bayes.NaiveBayes,Bayes
2240,86,Supervised Data Stream Classification,173,0.962848,meta.OzaBoost,meta
2182,101,Supervised Data Stream Classification,14,0.1,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2170,95,Supervised Data Stream Classification,2,0.820713,trees.RandomHoeffdingTree,trees
2201,83,Supervised Data Stream Classification,33,0.5,meta.LeveragingBag,meta
2211,93,Supervised Data Stream Classification,44,0.605955,trees.FIMTDD,trees
2251,80,Supervised Data Stream Classification,188,0.516304,trees.HoeffdingTree,trees
2193,98,Supervised Data Stream Classification,25,0.51087,functions.SPegasos,functions
2201,94,Supervised Data Stream Classification,33,0.572222,trees.HoeffdingAdaptiveTree,trees
2156,80,Supervised Data Stream Classification,260,0.776996,trees.HoeffdingTree,trees
2212,98,Supervised Data Stream Classification,45,0.392857,functions.SPegasos,functions
2169,101,Supervised Data Stream Classification,1,0.008909,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2224,101,Supervised Data Stream Classification,58,0.090909,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2172,106,Supervised Data Stream Classification,4,0.350877,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2236,85,Supervised Data Stream Classification,169,0.384259,meta.OzaBagAdwin,meta
2160,97,Supervised Data Stream Classification,264,0.532534,functions.MajorityClass,functions
2215,96,Supervised Data Stream Classification,48,0.92053,functions.NoChange,functions
2189,95,Supervised Data Stream Classification,21,0.702546,trees.RandomHoeffdingTree,trees
2246,105,Supervised Data Stream Classification,182,0.709331,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2192,98,Supervised Data Stream Classification,24,0.895372,functions.SPegasos,functions
2214,85,Supervised Data Stream Classification,47,0.583333,meta.OzaBagAdwin,meta
2223,105,Supervised Data Stream Classification,56,0.613793,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2179,81,Supervised Data Stream Classification,11,0.8624,lazy.kNN,Lazy
2211,78,Supervised Data Stream Classification,44,0.828081,bayes.NaiveBayes,Bayes
2186,84,Supervised Data Stream Classification,18,0.7325,meta.OzaBag,meta
2247,87,Supervised Data Stream Classification,183,0.001676,meta.OzaBoostAdwin,meta
2196,101,Supervised Data Stream Classification,28,0.629004,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2196,84,Supervised Data Stream Classification,28,0.881317,meta.OzaBag,meta
2179,86,Supervised Data Stream Classification,11,0.7856,meta.OzaBoost,meta
2250,85,Supervised Data Stream Classification,186,0.798544,meta.OzaBagAdwin,meta
2234,78,Supervised Data Stream Classification,167,0.511574,bayes.NaiveBayes,Bayes
2212,81,Supervised Data Stream Classification,45,0.642857,lazy.kNN,Lazy
2176,95,Supervised Data Stream Classification,8,0.571014,trees.RandomHoeffdingTree,trees
2227,108,Supervised Data Stream Classification,61,0.333333,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2240,84,Supervised Data Stream Classification,173,0.972136,meta.OzaBag,meta
2206,81,Supervised Data Stream Classification,39,0.77381,lazy.kNN,Lazy
2227,105,Supervised Data Stream Classification,61,0.333333,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2236,80,Supervised Data Stream Classification,169,0.5,trees.HoeffdingTree,trees
2216,87,Supervised Data Stream Classification,49,0.818482,meta.OzaBoostAdwin,meta
2218,96,Supervised Data Stream Classification,51,0.996599,functions.NoChange,functions
2219,94,Supervised Data Stream Classification,52,0.7,trees.HoeffdingAdaptiveTree,trees
2170,87,Supervised Data Stream Classification,2,0.691537,meta.OzaBoostAdwin,meta
2215,103,Supervised Data Stream Classification,48,0.324503,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2194,106,Supervised Data Stream Classification,26,0.333333,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2250,96,Supervised Data Stream Classification,186,0.985437,functions.NoChange,functions
2195,84,Supervised Data Stream Classification,27,0.779891,meta.OzaBag,meta
2245,80,Supervised Data Stream Classification,181,0.466981,trees.HoeffdingTree,trees
2252,91,Supervised Data Stream Classification,251,0.903495,rules.RuleClassifier,rules
2228,83,Supervised Data Stream Classification,62,0.524752,meta.LeveragingBag,meta
2204,85,Supervised Data Stream Classification,36,0.780087,meta.OzaBagAdwin,meta
2232,97,Supervised Data Stream Classification,165,0.5,functions.MajorityClass,functions
2219,84,Supervised Data Stream Classification,52,0.7,meta.OzaBag,meta
2241,82,Supervised Data Stream Classification,174,0.99531,meta.LeveragingBag -l lazy.kNN,meta
2227,83,Supervised Data Stream Classification,61,0.933333,meta.LeveragingBag,meta
2182,92,Supervised Data Stream Classification,14,0.8015,trees.ASHoeffdingTree,trees
2214,91,Supervised Data Stream Classification,47,0.295455,rules.RuleClassifier,rules
2172,92,Supervised Data Stream Classification,4,0.701754,trees.ASHoeffdingTree,trees
2213,94,Supervised Data Stream Classification,46,0.947649,trees.HoeffdingAdaptiveTree,trees
