task_id,flow_id,task_type,dataset_id,predictive_accuracy
168,78,Supervised Data Stream Classification,128,0.844695
77,65,Learning Curve,18,0.69285
87,66,Learning Curve,28,0.986975089
70,65,Learning Curve,11,0.80656
86,61,Learning Curve,27,0.843478261
71,66,Learning Curve,12,0.96115
98,61,Learning Curve,40,0.714423077
79,67,Learning Curve,20,0.93495
63,74,Learning Curve,3,0.975876095
161,83,Supervised Data Stream Classification,121,0.638555
159,78,Supervised Data Stream Classification,119,0.486473
82,57,Learning Curve,23,0.47562797
163,78,Supervised Data Stream Classification,123,0.9063
71,56,Learning Curve,12,0.1
70,62,Learning Curve,11,0.5712
70,67,Learning Curve,11,0.72
69,67,Learning Curve,10,0.851351351
159,82,Supervised Data Stream Classification,119,0.474302
95,77,Learning Curve,36,0.958787879
65,58,Learning Curve,5,0.626769912
77,57,Learning Curve,18,0.47695
96,74,Learning Curve,37,0.775
158,81,Supervised Data Stream Classification,118,0.668376
167,80,Supervised Data Stream Classification,127,0.886574
164,81,Supervised Data Stream Classification,124,0.864104
79,76,Learning Curve,20,0.84585
98,75,Learning Curve,40,0.761538462
96,57,Learning Curve,37,0.718359375
80,65,Learning Curve,21,0.930034722
80,70,Learning Curve,21,0.935706019
95,58,Learning Curve,36,0.800865801
89,67,Learning Curve,30,0.935866983
71,60,Learning Curve,12,0.8885
93,66,Learning Curve,34,0.631111111
77,58,Learning Curve,18,0.69325
68,66,Learning Curve,9,0.740487805
96,75,Learning Curve,37,0.745182292
64,59,Learning Curve,4,0.828070175
74,57,Learning Curve,15,0.920600858
99,64,Learning Curve,41,0.675233645
131,80,Supervised Data Stream Classification,117,0.72054
166,78,Supervised Data Stream Classification,126,0.78075
73,76,Learning Curve,14,0.7977
70,58,Learning Curve,11,0.90544
80,57,Learning Curve,21,0.700231481
94,72,Learning Curve,35,0.975409836
94,60,Learning Curve,35,0.938797814
70,66,Learning Curve,11,0.86736
171,79,Supervised Data Stream Classification,131,0.938761
166,83,Supervised Data Stream Classification,126,0.787366
163,79,Supervised Data Stream Classification,123,0.191676
96,65,Learning Curve,37,0.749479167
95,61,Learning Curve,36,0.954805195
86,74,Learning Curve,27,0.802173913
122,82,Supervised Data Stream Classification,72,0.860888
170,81,Supervised Data Stream Classification,130,0.81113
170,79,Supervised Data Stream Classification,130,0.206149
128,82,Supervised Data Stream Classification,78,0.670009
162,79,Supervised Data Stream Classification,122,0.853321
91,57,Learning Curve,32,0.390456696
95,67,Learning Curve,36,0.914155844
82,56,Learning Curve,23,0.427019688
175,83,Supervised Data Stream Classification,135,0.665602
99,70,Learning Curve,41,0.581308411
69,77,Learning Curve,10,0.818918919
86,67,Learning Curve,27,0.80951087
116,61,Learning Curve,59,0.893447293
98,60,Learning Curve,40,0.721153846
93,67,Learning Curve,34,0.661111111
94,62,Learning Curve,35,0.50273224
72,58,Learning Curve,13,0.726223776
163,83,Supervised Data Stream Classification,123,0.950668
121,83,Supervised Data Stream Classification,71,0.878817
164,78,Supervised Data Stream Classification,124,0.868703
174,83,Supervised Data Stream Classification,134,0.913822
185,79,Supervised Data Stream Classification,146,0.85934
170,83,Supervised Data Stream Classification,130,0.871767
169,82,Supervised Data Stream Classification,129,0.966838
165,81,Supervised Data Stream Classification,125,0.907832
181,79,Supervised Data Stream Classification,142,0.89579
181,80,Supervised Data Stream Classification,142,0.922827
183,79,Supervised Data Stream Classification,144,0.922575
172,83,Supervised Data Stream Classification,132,0.897479
161,78,Supervised Data Stream Classification,121,0.82981
178,80,Supervised Data Stream Classification,139,0.93908
160,79,Supervised Data Stream Classification,120,0.913354
177,81,Supervised Data Stream Classification,138,0.845844
160,80,Supervised Data Stream Classification,120,0.988977
179,78,Supervised Data Stream Classification,140,0.875771
164,80,Supervised Data Stream Classification,124,0.883326
179,79,Supervised Data Stream Classification,140,0.862324
165,78,Supervised Data Stream Classification,125,0.907392
186,83,Supervised Data Stream Classification,147,0.843668
176,78,Supervised Data Stream Classification,136,0.866348
184,78,Supervised Data Stream Classification,145,0.434444
171,80,Supervised Data Stream Classification,131,0.939817
185,81,Supervised Data Stream Classification,146,0.858816
162,80,Supervised Data Stream Classification,122,0.895025
167,78,Supervised Data Stream Classification,127,0.807021
174,81,Supervised Data Stream Classification,134,0.822169
187,83,Supervised Data Stream Classification,148,0.889933
168,82,Supervised Data Stream Classification,128,0.711235
162,78,Supervised Data Stream Classification,122,0.857555
186,78,Supervised Data Stream Classification,147,0.815955
183,81,Supervised Data Stream Classification,144,0.922567
179,83,Supervised Data Stream Classification,140,0.890958
180,78,Supervised Data Stream Classification,141,0.534593
177,83,Supervised Data Stream Classification,138,0.872697
158,83,Supervised Data Stream Classification,118,0.748469
166,79,Supervised Data Stream Classification,126,0.761223
165,79,Supervised Data Stream Classification,125,0.898484
167,81,Supervised Data Stream Classification,127,0.815432
180,83,Supervised Data Stream Classification,141,0.700297
160,81,Supervised Data Stream Classification,120,0.96409
175,78,Supervised Data Stream Classification,135,0.66516
180,81,Supervised Data Stream Classification,141,0.590569
183,83,Supervised Data Stream Classification,144,0.926053
169,79,Supervised Data Stream Classification,129,0.469364
166,80,Supervised Data Stream Classification,126,0.783777
178,83,Supervised Data Stream Classification,139,0.943623
165,83,Supervised Data Stream Classification,125,0.918695
175,81,Supervised Data Stream Classification,135,0.625557
169,78,Supervised Data Stream Classification,129,0.986111
185,82,Supervised Data Stream Classification,146,0.857245
182,83,Supervised Data Stream Classification,143,0.969238
177,79,Supervised Data Stream Classification,138,0.851669
163,81,Supervised Data Stream Classification,123,0.890955
168,80,Supervised Data Stream Classification,128,0.687886
163,80,Supervised Data Stream Classification,123,0.905408
178,79,Supervised Data Stream Classification,139,0.867086
174,78,Supervised Data Stream Classification,134,0.901925
185,80,Supervised Data Stream Classification,146,0.946066
187,78,Supervised Data Stream Classification,148,0.933755
182,79,Supervised Data Stream Classification,143,0.937859
129,83,Supervised Data Stream Classification,115,0.970905
186,81,Supervised Data Stream Classification,147,0.754377
161,80,Supervised Data Stream Classification,121,0.786617
169,81,Supervised Data Stream Classification,129,0.966553
168,83,Supervised Data Stream Classification,128,0.711491
181,81,Supervised Data Stream Classification,142,0.888423
184,81,Supervised Data Stream Classification,145,0.503019
186,80,Supervised Data Stream Classification,147,0.834978
171,83,Supervised Data Stream Classification,131,0.940696
172,82,Supervised Data Stream Classification,132,0.787133
161,81,Supervised Data Stream Classification,121,0.728879
161,79,Supervised Data Stream Classification,121,0.694571
158,78,Supervised Data Stream Classification,118,0.7436
186,79,Supervised Data Stream Classification,147,0.526646
159,80,Supervised Data Stream Classification,119,0.506293
185,83,Supervised Data Stream Classification,146,0.966382
165,82,Supervised Data Stream Classification,125,0.907924
169,80,Supervised Data Stream Classification,129,0.970691
174,82,Supervised Data Stream Classification,134,0.822161
130,78,Supervised Data Stream Classification,116,0.74856
161,82,Supervised Data Stream Classification,121,0.730974
169,83,Supervised Data Stream Classification,129,0.985157
178,81,Supervised Data Stream Classification,139,0.923405
163,82,Supervised Data Stream Classification,123,0.891899
179,80,Supervised Data Stream Classification,140,0.887591
164,83,Supervised Data Stream Classification,124,0.8839
162,81,Supervised Data Stream Classification,122,0.856727
182,78,Supervised Data Stream Classification,143,0.917755
193,78,Supervised Data Stream Classification,155,0.595528
189,83,Supervised Data Stream Classification,150,0.916947
179,81,Supervised Data Stream Classification,140,0.86582
198,80,Supervised Data Stream Classification,160,0.452721
167,83,Supervised Data Stream Classification,127,0.917755
199,78,Supervised Data Stream Classification,161,0.838731
125,78,Supervised Data Stream Classification,75,0.68822
181,78,Supervised Data Stream Classification,142,0.886957
160,83,Supervised Data Stream Classification,120,0.989225
200,78,Supervised Data Stream Classification,162,0.838723
191,80,Supervised Data Stream Classification,153,0.890483
175,82,Supervised Data Stream Classification,135,0.625612
181,83,Supervised Data Stream Classification,142,0.931196
199,80,Supervised Data Stream Classification,161,0.848822
195,80,Supervised Data Stream Classification,157,0.763063
189,81,Supervised Data Stream Classification,150,0.922249
197,80,Supervised Data Stream Classification,159,0.322643
188,78,Supervised Data Stream Classification,149,0.242381
158,80,Supervised Data Stream Classification,118,0.732238
191,83,Supervised Data Stream Classification,153,0.895595
190,83,Supervised Data Stream Classification,152,0.875293
194,81,Supervised Data Stream Classification,156,0.889888
191,78,Supervised Data Stream Classification,153,0.91254
172,80,Supervised Data Stream Classification,132,0.871091
200,82,Supervised Data Stream Classification,162,0.864026
176,83,Supervised Data Stream Classification,136,0.880292
196,79,Supervised Data Stream Classification,158,0.166315
194,78,Supervised Data Stream Classification,156,0.512079
158,79,Supervised Data Stream Classification,118,0.187644
200,83,Supervised Data Stream Classification,162,0.888835
176,80,Supervised Data Stream Classification,136,0.873837
172,81,Supervised Data Stream Classification,132,0.784841
183,78,Supervised Data Stream Classification,144,0.923098
189,79,Supervised Data Stream Classification,150,0.606956
166,81,Supervised Data Stream Classification,126,0.731324
199,81,Supervised Data Stream Classification,161,0.868662
177,80,Supervised Data Stream Classification,138,0.872336
195,78,Supervised Data Stream Classification,157,0.519644
197,83,Supervised Data Stream Classification,159,0.553322
194,79,Supervised Data Stream Classification,156,0.166315
182,81,Supervised Data Stream Classification,143,0.941574
193,79,Supervised Data Stream Classification,155,0.689239
188,79,Supervised Data Stream Classification,149,0.680643
121,82,Supervised Data Stream Classification,71,0.801341
195,81,Supervised Data Stream Classification,157,0.883362
193,83,Supervised Data Stream Classification,155,0.875978
190,78,Supervised Data Stream Classification,152,0.709097
159,81,Supervised Data Stream Classification,119,0.474356
172,78,Supervised Data Stream Classification,132,0.796244
188,80,Supervised Data Stream Classification,149,0.793415
172,79,Supervised Data Stream Classification,132,0.794397
184,80,Supervised Data Stream Classification,145,0.716164
174,80,Supervised Data Stream Classification,134,0.894311
187,81,Supervised Data Stream Classification,148,0.921486
196,81,Supervised Data Stream Classification,158,0.893003
184,83,Supervised Data Stream Classification,145,0.691725
188,81,Supervised Data Stream Classification,149,0.78414
197,78,Supervised Data Stream Classification,159,0.291363
196,80,Supervised Data Stream Classification,158,0.792337
187,79,Supervised Data Stream Classification,148,0.585555
192,78,Supervised Data Stream Classification,154,0.539617
193,81,Supervised Data Stream Classification,155,0.693493
189,78,Supervised Data Stream Classification,150,0.605208
196,83,Supervised Data Stream Classification,158,0.885844
191,79,Supervised Data Stream Classification,153,0.795349
196,78,Supervised Data Stream Classification,158,0.521015
178,78,Supervised Data Stream Classification,139,0.887015
176,81,Supervised Data Stream Classification,136,0.851993
174,79,Supervised Data Stream Classification,134,0.049311
168,81,Supervised Data Stream Classification,128,0.712249
165,80,Supervised Data Stream Classification,125,0.916293
183,80,Supervised Data Stream Classification,144,0.924425
198,81,Supervised Data Stream Classification,160,0.893566
171,81,Supervised Data Stream Classification,131,0.938686
180,79,Supervised Data Stream Classification,141,0.256377
192,83,Supervised Data Stream Classification,154,0.739032
158,82,Supervised Data Stream Classification,118,0.668415
199,83,Supervised Data Stream Classification,161,0.892971
175,80,Supervised Data Stream Classification,135,0.663024
190,80,Supervised Data Stream Classification,152,0.787622
198,79,Supervised Data Stream Classification,160,0.166315
187,80,Supervised Data Stream Classification,148,0.92871
192,79,Supervised Data Stream Classification,154,0.119304
175,79,Supervised Data Stream Classification,135,0.609013
185,78,Supervised Data Stream Classification,146,0.794557
200,81,Supervised Data Stream Classification,162,0.863604
197,81,Supervised Data Stream Classification,159,0.840309
176,79,Supervised Data Stream Classification,136,0.828979
164,79,Supervised Data Stream Classification,124,0.847025
193,80,Supervised Data Stream Classification,155,0.760685
189,80,Supervised Data Stream Classification,150,0.803119
182,80,Supervised Data Stream Classification,143,0.963997
199,79,Supervised Data Stream Classification,161,0.855001
180,80,Supervised Data Stream Classification,141,0.678386
198,83,Supervised Data Stream Classification,160,0.838393
190,79,Supervised Data Stream Classification,152,0.711002
197,79,Supervised Data Stream Classification,159,0.166315
193,82,Supervised Data Stream Classification,155,0.701352
177,78,Supervised Data Stream Classification,138,0.865263
190,81,Supervised Data Stream Classification,152,0.833298
182,82,Supervised Data Stream Classification,143,0.941406
194,80,Supervised Data Stream Classification,156,0.831893
200,80,Supervised Data Stream Classification,162,0.84887
192,82,Supervised Data Stream Classification,154,0.642228
195,79,Supervised Data Stream Classification,157,0.166315
184,79,Supervised Data Stream Classification,145,0.090979
195,83,Supervised Data Stream Classification,157,0.849722
192,80,Supervised Data Stream Classification,154,0.690237
183,82,Supervised Data Stream Classification,144,0.922568
198,78,Supervised Data Stream Classification,160,0.309946
128,81,Supervised Data Stream Classification,78,0.669047
188,83,Supervised Data Stream Classification,149,0.884842
186,82,Supervised Data Stream Classification,147,0.755407
188,82,Supervised Data Stream Classification,149,0.789039
192,81,Supervised Data Stream Classification,154,0.641666
